0.3033,9,9,0.1567,9,9,0.3033,0
0.3011,9,9,0.1546,9,9,0.3012,0
0.2989,9,9,0.1525,9,9,0.299,0
0.2967,9,9,0.1504,9,9,0.2968,0
0.2944,9,9,0.1482,9,9,0.2947,0
0.2922,9,9,0.1461,9,9,0.2925,0
0.29,9,9,0.144,9,9,0.2904,0
0.2878,9,9,0.1419,9,9,0.2882,0
0.2856,9,9,0.1398,9,9,0.286,0
0.2834,9,9,0.1377,9,9,0.2838,0
0.2812,9,9,0.1356,9,9,0.2817,0
0.279,9,9,0.1335,9,9,0.2794,0
0.2768,9,9,0.1313,9,9,0.2772,0
0.2747,9,9,0.1292,9,9,0.2749,0
0.2725,9,9,0.1271,9,9,0.2728,0
0.2703,9,9,0.125,9,9,0.2706,0
0.268,9,9,0.1228,9,9,0.2684,0
0.2659,9,9,0.1207,9,9,0.2662,0
0.2637,9,9,0.1186,9,9,0.2639,0
0.2616,9,9,0.1164,9,9,0.2616,0
0.2595,9,9,0.1143,9,9,0.2593,0
0.2573,9,9,0.1122,9,9,0.2571,0
0.255,9,9,0.11,9,9,0.2549,0
0.2529,9,9,0.1079,9,9,0.2528,0
0.2507,9,9,0.1058,9,9,0.2506,0
0.2484,9,9,0.1037,9,9,0.2484,0
0.2463,9,9,0.1016,9,9,0.2462,0
0.2441,9,9,0.0994,9,9,0.245,0
0.242,9,9,0.0973,9,9,0.2454,0
0.2397,9,9,0.0952,9,9,0.2455,0
0.2376,9,9,0.0931,9,9,0.2457,0
0.2354,9,9,0.091,9,9,0.2459,0
0.2333,9,9,0.0889,9,9,0.2461,0
0.2311,9,9,0.0867,9,9,0.2461,0
0.2289,9,9,0.0847,9,9,0.246,0
0.2266,9,9,0.0825,9,9,0.2459,0
0.2245,9,9,0.0804,9,9,0.2461,0
0.2223,9,9,0.0783,9,9,0.2462,0
0.2218,9,9,0.0762,9,9,0.2463,0
0.2219,9,9,0.0741,9,9,0.2462,0
0.2219,9,9,0.0719,9,9,0.2462,0
0.2217,9,9,0.0698,9,9,0.2463,0
0.2217,9,9,0.0677,9,9,0.2463,0
